137|Sale|Sold|9,800,000|17 Feb 2025|
162|Sale|Sold|9,700,000|10 Feb 2025|
48|Sale|Sold|10,300,000|03 Feb 2025|
171|Sale|Sold|9,700,000|24 Jan 2025|
30|Sale|Sold|9,568,000|23 Jan 2025|
67|Sale|Sold|10,100,000|22 Jan 2025|
181|Sale|Sold|10,750,000|25 Dec 2024|
161|Sale|Sold|9,726,612|20 Dec 2024|
158|Sale|Sold|10,519,888|20 Dec 2024|
8|Sale|Sold|10,562,888|17 Dec 2024|
103|Sale|Sold|10,700,000|17 Dec 2024|
139|Sale|Sold|11,100,000|12 Dec 2024|
160|Sale|Sold|9,694,932|09 Dec 2024|
217|Sale|Sold|9,654,850|08 Dec 2024|
20|Sale|Sold|9,819,888|05 Dec 2024|
219|Sale|Sold|10,698,888|05 Dec 2024|
255|Sale|Sold|10,153,888|04 Dec 2024|
94|Sale|Sold|14,753,888|28 Nov 2024|
159|Sale|Sold|9,748,888|20 Nov 2024|
246|Sale|Sold|10,040,970|13 Nov 2024|
242|Sale|Sold|9,700,000|04 Nov 2024|
129|Sale|Sold|11,400,000|04 Nov 2024|
212|Sale|Sold|14,181,888|08 Oct 2024|
252|Sale|Sold|9,750,000|10 Sep 2024|
23|Sale|Sold|8,800,000|03 Sep 2024|
26|Sale|Sold|9,800,000|03 Sep 2024|
89|Sale|Sold|14,188,888|03 Sep 2024|
61|Sale|Sold|10,000,000|26 Aug 2024|
146|Sale|Sold|14,970,888|22 Aug 2024|
106|Sale|Sold|11,000,000|22 Aug 2024|
170|Sale|Sold|9,800,000|25 Jul 2024|
87|Sale|Sold|13,196,888|24 Jul 2024|
64|Sale|Sold|10,200,000|22 Jul 2024|
255|Sale|Sold|10,153,888|15 Jul 2024|
136|Sale|Sold|8,846,888|24 May 2024|
43|Sale|Sold|9,126,630|16 May 2024|
97|Sale|Sold|9,295,888|14 May 2024|
93|Sale|Sold|14,639,888|14 May 2024|
92|Sale|Sold|14,308,888|14 May 2024|
101|Sale|Sold|8,931,888|13 May 2024|
91|Sale|Sold|14,038,888|29 Apr 2024|
213|Sale|Sold|12,975,888|19 Apr 2024|
10|Sale|Sold|10,329,090|03 Apr 2024|
215|Sale|Sold|9,513,888|01 Apr 2024|
4|Sale|Sold|9,002,888|01 Apr 2024|
256|Sale|Sold|9,733,888|01 Apr 2024|
86|Sale|Sold|13,552,888|29 Mar 2024|
257|Sale|Sold|9,781,888|28 Mar 2024|
88|Sale|Sold|14,188,888|27 Mar 2024|
200|Sale|Sold|9,930,888|27 Mar 2024|
96|Sale|Sold|9,295,888|27 Mar 2024|
199|Sale|Sold|9,576,888|27 Mar 2024|
9|Sale|Sold|9,475,888|27 Mar 2024|
98|Sale|Sold|8,944,888|27 Mar 2024|
6|Sale|Sold|8,708,888|26 Mar 2024|
90|Sale|Sold|14,038,888|26 Mar 2024|
201|Sale|Sold|10,201,888|26 Mar 2024|
99|Sale|Sold|8,944,888|26 Mar 2024|
214|Sale|Sold|14,205,888|26 Mar 2024|
5|Sale|Sold|8,708,888|26 Mar 2024|
100|Sale|Sold|8,640,888|26 Mar 2024|
95|Sale|Sold|9,564,888|26 Mar 2024|
7|Sale|Sold|8,896,888|26 Mar 2024|
52|Sale|Sold|9,149,888|07 Mar 2024|
21|Sale|Sold|9,468,888|28 Feb 2024|
175|Sale|Sold|8,842,888|26 Feb 2024|
247|Sale|Sold|9,287,888|26 Feb 2024|
234|Sale|Sold|8,808,888|21 Feb 2024|
156|Sale|Sold|13,242,888|20 Feb 2024|
176|Sale|Sold|9,191,888|15 Feb 2024|
163|Sale|Sold|9,232,888|15 Feb 2024|
66|Sale|Sold|9,554,888|12 Feb 2024|
115|Sale|Sold|9,195,888|26 Jan 2024|
137|Sale|Sold|9,195,888|19 Jan 2024|
239|Sale|Sold|9,594,888|16 Jan 2024|
188|Sale|Sold|9,963,888|10 Jan 2024|
122|Sale|Sold|9,746,888|04 Jan 2024|
